
168,87
911,800
734,19
829,495
724,312
520,383
137,485
700,211
295,600
310,255
16,916
918,822
177,722
439,650
349,399
807,317
674,778
104,928
60,636
742,28
527,483
797,855
502,647
688,600
538,127
963,787
820,259
202,9
913,93
520,288
583,623
657,601
671,74
933,567
627,488
437,91
741,704
258,129
770,13
229,613
59,263
514,278
130,239
195,249
945,698
983,248
206,469
661,410
768,601
455,805
216,340
736,427
754,836
869,551
752,713
124,162
512,273
471,915
608,515
983,96
102,860
765,635
898,549
497,154
728,180
915,20
481,439
332,923
625,335
156,134
104,186
605,863
161,457
207,90
394,95
827,742
46,294
500,356
989,398
300,17
362,556
29,294
108,898
86,710
573,832
953,794
511,634
709,593
721,842
932,748
979,591
576,282
146,41
615,174
914,488
167,385
221,316
340,617
151,744
414,238
100,868
467,880
266,276
500,629
538,599
919,315
760,200
794,683
915,608
114,893
316,793
199,368
539,838
162,286
647,357
239,449
408,790
567,879
874,22
908,653
773,355
716,195
128,574
799,387
153,811
434,344
108,675
793,13
333,332
774,658
375,739
702,335
992,903
488,891
29,881
886,964
60,664
40,510
755,503
851,686
313,439
999,227
796,988
949,141
472,738
372,612
647,895
619,883
68,612
997,365
524,378
301,937
656,303
953,842
617,87
412,205
389,357
809,511
344,321
819,403
533,374
905,803
140,691
874,79
344,908
256,631
225,679
141,585
933,177
312,241
247,632
663,72
274,536
269,240
732,115
479,836
502,828
548,385
312,586
275,705
382,713
182,291
361,941
832,469
753,874
865,352
749,612
734,31
992,318
134,182
527,215
400,794
427,148
867,258
495,578
730,966
507,416
486,368
214,853
657,161
313,702
486,323
911,603
519,498
652,991
308,418
749,786
731,76
572,33
509,810
861,431
214,122
540,414
640,157
705,467
45,584
519,782
451,604
646,328
326,180
642,425
907,636
974,27
357,294
983,221
128,197
942,48
237,772
361,84
740,305
660,613
835,437
417,353
935,409
48,5
722,49
328,361
149,957
756,781
514,277
7,203
129,92
759,369
650,562
236,299
322,510
634,343
617,254
166,155
788,442
662,916
401,521
234,405
635,416
562,550
152,551
164,957
795,259
229,87
864,182
974,34
177,523
45,82
370,437
818,270
530,297
842,310
279,984
796,168
199,983
410,263
413,448
825,830
261,686
341,638
741,711
61,52
371,514
538,853
57,357
399,855
507,982
68,893
631,348
205,133
728,117
678,169
959,969
324,123
763,855
316,502
813,959
798,375
83,95
798,687
149,563
41,612
974,373
36,761
390,671
548,987
80,587
155,901
90,13
805,998
823,626
257,517
304,899
302,286
777,721
817,696
237,864
975,616
549,977
716,515
543,380
28,144
899,21
619,488
266,282
98,720
681,256
517,40
725,452
852,71
120,4
808,259
325,215
853,581
652,100
237,441
890,518
664,43
39,906
324,714
569,489
167,880
975,420
448,331
235,190
96,137
511,78
205,318
474,265
132,817
831,118
181,530
292,875
868,274
427,903
206,860
937,784
347,517
929,974
416,703
190,848
527,529
209,184
77,529
417,741
322,695
739,357
532,685
835,556
785,197
